verse_number,tantra,section,english_title
"1804","Tantra Seven","PLACING OF GRACE","More Acts of Grace"
"1805","Tantra Seven","PLACING OF GRACE","Grace Grants Mukti and Beyond"
"1806","Tantra Seven","PLACING OF GRACE","Lord is of Infinite Grace"
"1807","Tantra Seven","PLACING OF GRACE","Nandi entered my Heart and made me Sivam"
"1808","Tantra Seven","PLACING OF GRACE","Bounties of Lord’s Grace"
"1809","Tantra Seven","PLACING OF GRACE","All Phenomena are manifestations of Grace"
"1810","Tantra Seven","PLACING OF GRACE","The Nine God Forms are of Siva"
"1811","Tantra Seven","PLACING OF GRACE","Grace Gives Divine Vision"
"1812","Tantra Seven","PLACING OF GRACE","Lord Alone Performs the Five Acts"
"1813","Tantra Seven","PLACING OF GRACE","The Form, Formless and Form-Formless Aspects"
"1814","Tantra Seven","PLACING OF GRACE","God is Immanent and Transcendent"
"1815","Tantra Seven","PLACING OF GRACE","Nadam and Bindu are Evolved when- Siva"
"1816","Tantra Seven","PLACING OF GRACE","The .Devolutes of Bindu"
"1817","Tantra Seven","LIGHT OF GRACE","Be Born in Grace and Receive Grace"
"1818","Tantra Seven","LIGHT OF GRACE","Nandi Grants Unending Grace"
"1819","Tantra Seven","LIGHT OF GRACE","Imparting Grace Siva Grants His Form to Jiva"
"1820","Tantra Seven","LIGHT OF GRACE","Nandi Planted His Feet on me and imparted Grace"
"1821","Tantra Seven","LIGHT OF GRACE","Light the Lamps of God by Inner Light"
"1822","Tantra Seven","LIGHT OF GRACE","By Inner Light Unite One in Siva"
"1823","Tantra Seven","LIGHT OF GRACE","Lord is Gracious"
"1824","Tantra Seven","LIGHT OF GRACE","Grace is the Refuge"
"1825","Tantra Seven","LIGHT OF GRACE","Save the Soul"
"1826","Tantra Seven","SIVA PUJA","Soul is Siva Linga"
"1827","Tantra Seven","SIVA PUJA","Prayer is True Sacrifice"
"1828","Tantra Seven","SIVA PUJA","Worship Sadasiva and Become Siva"
"1829","Tantra Seven","SIVA PUJA","T—39"
"1830","Tantra Seven","SIVA PUJA","Celestials Worship Lord with Archana"
"1831","Tantra Seven","SIVA PUJA","Pray and Receive Grace"
"1832","Tantra Seven","SIVA PUJA","Lord is in Our Heart"
"1833","Tantra Seven","SIVA PUJA","My Prayer is to Worship Lord with Archana"
"1834","Tantra Seven","SIVA PUJA","Chant the Thousand Names of Lord"
"1835","Tantra Seven","SIVA PUJA","Lord is in Our Heart"
"1836","Tantra Seven","TIRYUMANTIRAM","Celestials Pray and Receive Lord’s Grace:"
"1837","Tantra Seven","TIRYUMANTIRAM","Enter the Sea of Heart’s Faith"
"1838","Tantra Seven","TIRYUMANTIRAM","Break the Banks of the Sea of Sorrow"
"1839","Tantra Seven","TIRYUMANTIRAM","Adoration is the Way to Reach Lord"
"1840","Tantra Seven","TIRYUMANTIRAM","Seek Him In Prayer"
"1841","Tantra Seven","TIRYUMANTIRAM","Siva is the Primal One of Plural Three"
"1842","Tantra Seven","TIRYUMANTIRAM","Pray and Prosper"
"1843","Tantra Seven","TIRYUMANTIRAM","The Lord Receives Worship"
"1844","Tantra Seven","TIRYUMANTIRAM","Way to Goal Supreme"
"1845","Tantra Seven","TIRYUMANTIRAM","Nandi is Within"
"1846","Tantra Seven","TIRYUMANTIRAM","Lord is a Gem-Set Jewel"
"1847","Tantra Seven","TIRYUMANTIRAM","Nandi Dispels Darkness"
"1848","Tantra Seven","TIRYUMANTIRAM","The Four Dikshas or Ordination Rites"
"1849","Tantra Seven","TIRYUMANTIRAM","Seek Him Incessantly — He is Timeless Eternity"
"1850","Tantra Seven","GURU PUJA","Nandi Imparts Upadesa"
"1851","Tantra Seven","GURU PUJA","Rid Fleshly Desires and Know Him"
"1852","Tantra Seven","GURU PUJA","Path of Jnana is Supreme Archana Perform Pujas, Nadis Quelled"
"1853","Tantra Seven","GURU PUJA","Worship Nandi Beyond the Spheres of Sun and Moon"
"1854","Tantra Seven","GURU PUJA","Cross the Gates of Awareness and Tattvas"
"1855","Tantra Seven","GURU PUJA","Practise Worship where neither Night nor Day is"
"1856","Tantra Seven","GURU PUJA","Where Neither Day Nor Night is, there No Maya"
"1857","Tantra Seven","MAHESWARA PUJA (WORSHIP OF DEVOTEES)","Devotees are Walking Temples"
"1858","Tantra Seven","MAHESWARA PUJA (WORSHIP OF DEVOTEES)","Feed Tapasvins, Feed All Worlds"
"1859","Tantra Seven","MAHESWARA PUJA (WORSHIP OF DEVOTEES)","Offering to Tapasvins is Oblation to Gods and"
"1860","Tantra Seven","MAHESWARA PUJA (WORSHIP OF DEVOTEES)","Feeding the Tapasvin is superior to feeding"
"1861","Tantra Seven","MAHESWARA PUJA (WORSHIP OF DEVOTEES)","Even the Thought of Feeding Siva Jnanis is most"
"1862","Tantra Seven","MAHESWARA PUJA (WORSHIP OF DEVOTEES)","Siva Jnanis are Gods on Earth"
"1863","Tantra Seven","MAHESWARA PUJA (WORSHIP OF DEVOTEES)","Call Nandi until He Appears"
"1864","Tantra Seven","MAHESWARA PUJA (WORSHIP OF DEVOTEES)","Worship Siva’s Devotee and the World will"
"1865","Tantra Seven","MAHESWARA PUJA (WORSHIP OF DEVOTEES)","Worship without Love for Siva Jnanis Leads"
"1866","Tantra Seven","MAHESWARA PUJA (WORSHIP OF DEVOTEES)","Food for Holy Men is Food for Gods"
"1867","Tantra Seven","MAHESWARA PUJA (WORSHIP OF DEVOTEES)","Give to the Great Holy Ones and Reach the"
"1868","Tantra Seven","GREATNESS OF HOLY MEN","That Land Prospers where Holy Men are"
"1869","Tantra Seven","GREATNESS OF HOLY MEN","The Land of the Holy"
"1870","Tantra Seven","GREATNESS OF HOLY MEN","I am Redeemed when I reach the Goal of Union"
"1871","Tantra Seven","GREATNESS OF HOLY MEN","Then I engross All Creation"
"1872","Tantra Seven","GREATNESS OF HOLY MEN","Lord Can be seen only with Inner Light"
"1873","Tantra Seven","GREATNESS OF HOLY MEN","Lord’s Devotees Rule the High Heavens"
"1874","Tantra Seven","GREATNESS OF HOLY MEN","Muse on the Lord and Know no sorrow"
"1875","Tantra Seven","GREATNESS OF HOLY MEN","Renounce: God ploughs your Life for a Rich"
"1876","Tantra Seven","GREATNESS OF HOLY MEN","My Life willed to Siva"
"1877","Tantra Seven","GREATNESS OF HOLY MEN","Devotees treasure Lord as Heart’s Jewel"
"1878","Tantra Seven","GREATNESS OF HOLY MEN","Lord lifted me to perform His Holy Work"
"1879","Tantra Seven","GREATNESS OF HOLY MEN","How Tapasvins Look"
"1880","Tantra Seven","GREATNESS OF HOLY MEN","Seek Devotees; Seek Siva"
"1881","Tantra Seven","GREATNESS OF HOLY MEN","Celestials Seek the Jnanis"
"1882","Tantra Seven","GREATNESS OF HOLY MEN","Land of Siva Jnanis is Blessed"
"1883","Tantra Seven","GREATNESS OF HOLY MEN","Greatness of Siva Yoga Jnanis"
"1884","Tantra Seven","RULES FOR FEEDING HOLY MEN","Lord cares for Siva Jnanis"
"1885","Tantra Seven","RULES FOR FEEDING HOLY MEN","dnanis accept alms to sustain the Body- Temple"
"1886","Tantra Seven","RULES FOR RECEIVING ALMS","Jnanis harvest the Body-field"
"1887","Tantra Seven","RULES FOR RECEIVING ALMS","Why Lord Begged"
"1888","Tantra Seven","RULES FOR RECEIVING ALMS","Why Devotees Beg"
"1889","Tantra Seven","RULES FOR RECEIVING ALMS","Lord Waits for His Devotees"
"1890","Tantra Seven","RULES FOR RECEIVING ALMS","Devotees Constant Seek Siva"
"1891","Tantra Seven","RULES FOR RECEIVING ALMS","World Seeks to feed; Tapasvins do not Beg for"
"1892","Tantra Seven","MUDRA VARIATIONS","Significance of Mudra"
"1893","Tantra Seven","MUDRA VARIATIONS","Mudras — Sambhavi and Kechari"
"1894","Tantra Seven","MUDRA VARIATIONS","Sambhavi Mudra brings Grace and Kechari Jnana"
"1895","Tantra Seven","MUDRA VARIATIONS","Mauna Mudra Leads to Mukti Final"
"1896","Tantra Seven","MUDRA VARIATIONS","Mauna is Stillness of Both Thought and Speech"
"1897","Tantra Seven","MUDRA VARIATIONS","Yoga Mudra and Jnana Mudra"
"1898","Tantra Seven","MUDRA VARIATIONS","Yogi attains Nada State"
"1899","Tantra Seven","MUDRA VARIATIONS","Yoga is the Pure Way of Siddhanta-Vedanta"
"1900","Tantra Seven","MUDRA VARIATIONS","All Mudras firm up breath"
"1901","Tantra Seven","MUDRA VARIATIONS","Pure Vision inside Cranium"
"1902","Tantra Seven","PERFECT CAVE","Soul’s Journey after Yoga-Samadhi Attained"
"1903","Tantra Seven","PERFECT CAVE","When Samadhi is not Reached"
"1904","Tantra Seven","PERFECT CAVE","Siddha-Hood"
"1905","Tantra Seven","PERFECT CAVE","Continuity of Yoga through lives"
"1906","Tantra Seven","PERFECT CAVE","Mauna Samadhi Leads to the Unitive State"
"1907","Tantra Seven","PERFECT CAVE","‘Siddhas even when Dead in Body are Alive in"
"1908","Tantra Seven","PERFECT CAVE","Jnani Shapes Disciple towards Godhood"
"1909","Tantra Seven","PERFECT CAVE","Jnani Exists in ‘Siva’s Pervasiveness"
"1910","Tantra Seven","SAMADHI RITUALS","Do not Consign Siva Jnani’s: Body to Fire; Nor"
"1911","Tantra Seven","SAMADHI RITUALS","Disasters Follow if Jnani’s Body is Consigned To"
"1912","Tantra Seven","TTRUMANTIRAM","Bury Jnani’s Body in Proper Way"
"1913","Tantra Seven","TTRUMANTIRAM","Bury Jnani’s Body in an Urderground Sepulchure"
"1914","Tantra Seven","TTRUMANTIRAM","Samadhi Rituals"
"1915","Tantra Seven","TTRUMANTIRAM","Locations for Samadhi Cave"
"1916","Tantra Seven","TTRUMANTIRAM","Dimension For the Sepulchure Cave"
"1917","Tantra Seven","TTRUMANTIRAM","Samadhi Rituals"
"1918","Tantra Seven","TTRUMANTIRAM","Samadhi Rituals (Cont.)"
"1919","Tantra Seven","TTRUMANTIRAM","Samadhi Rituals (Cont.)"
"1920","Tantra Seven","TTRUMANTIRAM","Samadhi Rituals (Cont. )"
"1921","Tantra Seven","TTRUMANTIRAM","Samadhi Rituals (Cont.)"
"1922","Tantra Seven","TTRUMANTIRAM","Samadhi Pujas"
"1923","Tantra Seven","RISE OF BINDU","Evolutes of Bindu"
"1924","Tantra Seven","RISE OF BINDU","Thirty Six Tattvas Evolute"
"1925","Tantra Seven","RISE OF BINDU","Saktis evolve from Bindu"
"1926","Tantra Seven","RISE OF BINDU","Kalas Nada and Karanas evolve"
"1927","Tantra Seven","RISE OF BINDU","Bindu is the Causal Seed of Five Acts"
"1928","Tantra Seven","RISE OF BINDU","Bija is the Macro and Micro Causal Seed"
"1929","Tantra Seven","RISE OF BINDU","Bindu is White and Nada Red:"
"1930","Tantra Seven","RISE OF BINDU","Bindu is Cause-Effect"
"1931","Tantra Seven","RISE OF BINDU","Bindu is the Seed in the body and Divine Swan"
"1932","Tantra Seven","RISE OF BINDU","Siva is 5620, , Bindu is Embryo"
"1933","Tantra Seven","RISE OF BINDU","How Food Builds Body, Blood and Mind"
"1934","Tantra Seven","RISE OF BINDU","How Bindu is Formed From Food"
"1935","Tantra Seven","RISE OF BINDU","Bindu is Transformed into Mind and Kalas"
"1936","Tantra Seven","RISE OF BINDU","Waste Bindu, the Body Perishes"
"1937","Tantra Seven","BINDU FLOW","Siva Yogi Sublimates Bindu"
"1938","Tantra Seven","BINDU FLOW","Waste Not Bindu"
"1939","Tantra Seven","BINDU FLOW","Regulation Days for Sexual Union"
"1940","Tantra Seven","BINDU FLOW","Regulation Days.for Practising Yogis"
"1941","Tantra Seven","BINDU FLOW","Duration of Sexuai Union and Rules for Release"
"1942","Tantra Seven","BINDU FLOW","Sublimate Sex Act"
"1943","Tantra Seven","BINDU FLOW","Direct your senses Inward"
"1944","Tantra Seven","BINDU FLOW","Determine the Results of the Act"
"1945","Tantra Seven","BINDU FLOW","Seek not Further Union"
"1946","Tantra Seven","BINDU FLOW","Know the Seed of Seed and Preserve Body"
"1947","Tantra Seven","BINDU FLOW","Lord Settles Fate and longevity of Embryo With"
"1948","Tantra Seven","BINDU FLOW","Conserve Bindu and Attain Siddhis"
"1949","Tantra Seven","BINDU FLOW","Conservation of Sex Energy Vital for Yoga"
"1950","Tantra Seven","BINDU FLOW","Conserve Sex Energy and Become Heroes"
"1951","Tantra Seven","BINDU FLOW","Burn Bindu in Fire of Kundalini"
"1952","Tantra Seven","BINDU FLOW","In Yoga Bindu is Divinely Assimilated"
"1953","Tantra Seven","BINDU FLOW","Lust is Death’s Messenger"
"1954","Tantra Seven","BINDU FLOW","Conquer Bindu and Conquer Time"
"1955","Tantra Seven","BINDU FLOW","Embrace Woman after Cleansing Her"
"1956","Tantra Seven","BINDU FLOW","Bindu is Assimilated in Body Through Yoga"
"1957","Tantra Seven","BINDU FLOW","Conquest of Bindu Leads to Nada"
"1958","Tantra Seven","BINDU FLOW","Fry Bindu in Kundalini Fire"
"1959","Tantra Seven","BINDU FLOW","Bindu Sublimated by Kundalini Yoga Leads ‘to"
"1960","Tantra Seven","BINDU FLOW","In Yoga Way Bindu is not Released"
"1961","Tantra Seven","BINDU FLOW","Bindu is not Emitted"
"1962","Tantra Seven","BINDU FLOW","Bodily Bindu Becomes Cosmic Bindu"
"1963","Tantra Seven","BINDU FLOW","Union of Bindu and Nada"
"1964","Tantra Seven","BINDU FLOW","Yogi: Sublimates Bindu"
"1965","Tantra Seven","BINDU FLOW","Merging of Bodily Bindu in Cosmic Bindu"
"1966","Tantra Seven","BINDU FLOW","Absorb Bindu in Body and Become Immortal"
"1967","Tantra Seven","BINDU FLOW","Secret Way of Bindu Conquest"
"1968","Tantra Seven","BINDU FLOW","Conquer Bindu and Attain Siva State"
"1969","Tantra Seven","BINDU FLOW","Sivoham when Bindu Subsides"
"1970","Tantra Seven","BINDU FLOW","Fry Bindu and End Birth"
"1971","Tantra Seven","BINDU FLOW","When Bindu Merges Ambrosia Wells"
"1972","Tantra Seven","BINDU FLOW","Merge Mind in Bindu, Away From Lust"
"1973","Tantra Seven","BINDU FLOW","Jnanis Know Lord’s Seat"
"1974","Tantra Seven","BINDU FLOW","Regions of Five Elements in the body"
"1975","Tantra Seven","THE SUN’S POSITION—THE COSMIC SUN","Sun and Other Gods Adore the Lord to Receive"
"1976","Tantra Seven","THE SUN’S POSITION—THE COSMIC SUN","Sun is the Primal Energy"
"1977","Tantra Seven","THE SUN’S POSITION—THE COSMIC SUN","Worship Sun, Primal Lord Blesses"
"1978","Tantra Seven","THE SUN’S POSITION—THE COSMIC SUN","Primal Lord is Source of All"
"1979","Tantra Seven","THE SUN’S POSITION—THE COSMIC SUN","Position of Sun in the Body"
"1980","Tantra Seven","THE SUN’S POSITION—THE COSMIC SUN","The Sun Confers the Kalas in Adharas"
"1981","Tantra Seven","THE SUN’S POSITION—THE COSMIC SUN","Experiences in the Sphere of Sun Within"
"1982","Tantra Seven","THE SUN’S POSITION—THE COSMIC SUN","Sun’s Route Inside"
"1983","Tantra Seven","THE SUN’S POSITION—THE COSMIC SUN","ˆ Sun’s Course in the Higher Adharas"
"1984","Tantra Seven","THE SUN’S POSITION—THE COSMIC SUN","Sun Circumambulates Sahasrara"
"1985","Tantra Seven","THE MICROCOSMIC SUN","Vision Sun Within Through Spinal Way"
"1986","Tantra Seven","THE MICROCOSMIC SUN","The Self-Realized Reach Sun"
"1987","Tantra Seven","THE MICROCOSMIC SUN","Those Who Know the Sun Within is Worthy of"
"1988","Tantra Seven","MIND’S SUN","Life’s Full Moon Within"
"1989","Tantra Seven","MIND’S SUN","To See the Blending of the Rays of Sun and Moon"
"1990","Tantra Seven","MIND’S SUN","Full Moon Within"
"1991","Tantra Seven","MIND’S SUN","The Vision of Ethereal Light Within"
"1992","Tantra Seven","MIND’S SUN","The Nine Planets Lacking Grace Whirl in"
"1993","Tantra Seven","JNANA-SUN","Sun’s Para Kalas evolve from Bindu Through"
"1994","Tantra Seven","JNANA-SUN","In the Five Kalas Arise the Five Sound Forms"
"1995","Tantra Seven","JNANA-SUN","Sadasiva is the Finite Source of Formless and"
"1996","Tantra Seven","JNANA-SUN","Siva Dispels Darkness"
"1997","Tantra Seven","JNANA-SUN","Siva is the Light Resplendent"
"1998","Tantra Seven","JNANA-SUN","He is Supreme Light"
"1999","Tantra Seven","JNANA-SUN","The Jnana Sun is Within and Without"
"2000","Tantra Seven","JNANA-SUN","Five Centres where the Light of Lord is"
"2001","Tantra Seven","SIVA-SUN","Siva is Sun of Jnana"
"2002","Tantra Seven","SIVA-SUN","Sivaditya is Immanent and Transcendent"
"2003","Tantra Seven","SIVA-SUN","Sivaditya is Space, Light and Darkness"
"2004","Tantra Seven","SIVA-SUN","Nine Abodes of Sivaditya"
"2005","Tantra Seven","NATURE OF JIVA PRANA","He is Para-Bindu"
"2006","Tantra Seven","NATURE OF JIVA PRANA","Cosmic Bindu and Micro-Cosmic Bindu Are"
"2007","Tantra Seven","PURUSHA","Lord Creates Activating Saktis, Jnana and Kriya"
"2008","Tantra Seven","PURUSHA","Lord is Atom-Within-Atom"
"2009","Tantra Seven","PURUSHA","Seek the Jnana Way of Lord"
"2010","Tantra Seven","PURUSHA","Jiva and Siva Commingling Stand"
"2011","Tantra Seven","JIVA (SOUL)","Size of Soul"
"2012","Tantra Seven","JIVA (SOUL)","Siva’s Infinite Size"
"2013","Tantra Seven","JIVA (SOUL)","Practise Yoga in Perseverence"
"2014","Tantra Seven","JIVA (SOUL)","The Guru Illumines You"
"2015","Tantra Seven","JIVA (PASU)","वागा is the Mature कार"
"2016","Tantra Seven","JIVA (PASU)","divas Graze in the Backwood of Worldly Pleasures"
"2017","Tantra Seven","JNANA)","Jiva and Siva are One"
"2018","Tantra Seven","JNANA)","Lord is Light"
"2019","Tantra Seven","JNANA)","Lord is Knowledge and Knower"
"2020","Tantra Seven","JNANA)","He is Beyond Tattvas Thirty-Six `"
"2021","Tantra Seven","JNANA)","Lord is Truth"
"2022","Tantra Seven","JNANA)","Lord Bestows His Grace on the Good"
"2023","Tantra Seven","INDRIYAS (SENSES)","Do Not Delay to Control Senses"
"2024","Tantra Seven","INDRIYAS (SENSES)","Difficulty of Training Senses"
"2025","Tantra Seven","INDRIYAS (SENSES)","Harassing Senses Bring Sorrow"
"2026","Tantra Seven","INDRIYAS (SENSES)","Senses are Like Roaming Lions"
"2027","Tantra Seven","INDRIYAS (SENSES)","Senses are Like Ministers that Seek to Usurp the"
"2028","Tantra Seven","INDRIYAS (SENSES)","Without Sense Control Jiva is Like an"
"2029","Tantra Seven","INDRIYAS (SENSES)","Control Desires, and Attain Bliss"
"2030","Tantra Seven","INDRIYAS (SENSES)","Strength of Wisdom Leads to Higher Life"
"2031","Tantra Seven","WAY OF SUBLIMATION)","Lord is a Fisher of Desires"
"2032","Tantra Seven","WAY OF SUBLIMATION)","Control Senses and Become Immortal"
"2033","Tantra Seven","WAY OF SUBLIMATION)","Not Control But Sublimation of Senses is Wisdom's Way"
"2034","Tantra Seven","WAY OF SUBLIMATION)","Mere Control Does Not Avail"
"2035","Tantra Seven","WAY OF SUBLIMATION)","Sublimation is the Way to Grace"
"2036","Tantra Seven","WAY OF SUBLIMATION)","Control of Thoughts is the Key to Control of"
"2037","Tantra Seven","WAY OF SUBLIMATION)","Control the Serpentine Thought in the Yoga Way"
"2038","Tantra Seven","WAY OF SUBLIMATION)","Control Senses By Jnana Yoga"
"2039","Tantra Seven","WAY OF SUBLIMATION)","Control Thought and Make it a Temple"
"2040","Tantra Seven","WAY OF SUBLIMATION)","Control Senses and Bear Your Troubles Gently"
"2041","Tantra Seven","WAY OF SUBLIMATION)","Redeem the Senses By Intelligence and Prayer"
"2042","Tantra Seven","WAY OF SUBLIMATION)","Senses Are Very Powerful"
"2043","Tantra Seven","WAY OF SUBLIMATION)","Give Up Nothing; But Sublimate Your Thought"
"2044","Tantra Seven","WAYS OF -UNHOLY GURU","The Unholy Guru Has Virtues None"
"2045","Tantra Seven","WAYS OF -UNHOLY GURU","The Unholy is only in Search of Food"
"2046","Tantra Seven","WAYS OF -UNHOLY GURU","The Unholy Guru is Bereft of Knowledge"
"2047","Tantra Seven","WAYS OF -UNHOLY GURU","The False Guru is an Enemy to Himself and World"
"2048","Tantra Seven","WAYS OF -UNHOLY GURU","The Blind Leading the Blind Together Fall"
"2049","Tantra Seven","WAYS OF HOLY GURU","Holy Guru Leads Disciple to Truth"
"2050","Tantra Seven","WAYS OF HOLY GURU","What the Holy Guru does for His Disciples"
"2051","Tantra Seven","WAYS OF HOLY GURU","He Takes Them to the Bourne From Which They’"
"2052","Tantra Seven","WAYS OF HOLY GURU","Holy Guru Does not Exult in Vain Contentions"
"2053","Tantra Seven","WAYS OF HOLY GURU","Holy Guru Assesses Worth of His Disciples"
"2054","Tantra Seven","WAYS OF HOLY GURU","By His Alchemic Touch Jiva Becomes Siva"
"2055","Tantra Seven","WAYS OF HOLY GURU","Holy Guru is Siva in Flesh"
"2056","Tantra Seven","WAYS OF HOLY GURU","Follow Holy Guru and Reach the Great ‘Way"
"2057","Tantra Seven","WAYS OF HOLY GURU","Holy Guru Leads to Lord"
"2058","Tantra Seven","WAYS OF HOLY GURU","Holy Guru Imparts Nature of Truth"
"2059","Tantra Seven","WAYS OF HOLY GURU","True Disciples Adore Holy Guru"
"2060","Tantra Seven","WAYS OF HOLY GURU","Jiva Subsiding in Silence in Self Ascends to Siva-State"
"2061","Tantra Seven","WAYS OF HOLY GURU","From Jiva’s Birth to its Final Emancipation—It"
"2062","Tantra Seven","WAYS OF HOLY GURU","Lord’s Play in tbe Arena of Jiva’s Body"
